ID,A_name_in_paper,A_category,relationship,B_name_in_paper,B_ensembl,B_category,mechanism,key_molecular ,key_molecular_category,detail mechanism,method,species,detial,pmid,article_title
LncReg_1079,Braveheart,lncRNA,up,vimentin,ENSG00000026025.12,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Figure 7. Bvht Is Required to Maintain Cardiac Fate in Neonatal Cardiomyocytes,23352431,"Braveheart, a long noncoding RNA required for cardiovascular lineage commitment"
LncReg_108,H19,lncRNA,up,slug,ENSG00000019549.7,protein coding,transcriptional regulation,,,,RT-PCR,Homo sapiens,Various EMT inducers through multiple signaling pathways (e.g.TGF-?through PI3K–AKT pathway) converge to H19/miR675 to up-regulate their levels. These inducers also up-regulate Slug and resulted in suppression of E-cadherin.,24703882,Oncofetal H19 RNA promotes tumor metastasis.
LncReg_1080,Braveheart,lncRNA,down,Gata4,ENSG00000136574.16,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Figure 7. Bvht Is Required to Maintain Cardiac Fate in Neonatal Cardiomyocytes,23352431,"Braveheart, a long noncoding RNA required for cardiovascular lineage commitment"
LncReg_1081,Braveheart,lncRNA,down,Nkx2.5,ENSG00000183072.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Figure 7. Bvht Is Required to Maintain Cardiac Fate in Neonatal Cardiomyocytes,23352431,"Braveheart, a long noncoding RNA required for cardiovascular lineage commitment"
LncReg_109,XLOC_010588,lncRNA,down,c-myc,ENSG00000136997.13,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,"Western blot assays confirmed that XLOC_010588 physically associates with c-Myc, consequently decreasing the expression of c-Myc. ",24667250,Low expression of long noncoding XLOC_010588 indicates a poor prognosis and promotes proliferation through upregulation of c-Myc in cervical cancer
LncReg_11,lincRNA-p21,lncRNA,down,usp25,ENSG00000155313.14,protein coding,transcriptional regulation,hnRNPK,RNA binding protein,,microarray;ChIP-promoter-qPCR,Mus musculus ,The observed transcriptional repression by lincRNA-p21 is mediated through the physical association with hnRNP-K. This interaction is required for proper genomic localization of hnRNPK at repressed genes and regulation of p53 mediates apoptosis.,20673990,A large intergenic noncoding RNA induced by p53 mediates global gene repression in the p53 response
LncReg_110,HOTAIR,lncRNA,down,QKI,ENSG00000112531.15,protein coding,transcriptional regulation,,,,microarry;qPCR;western blot,Homo sapiens,"Upregulation of QKI, CD82, and RBM38 were validated after knockdown of HOTAIR. ",24663081,Long non-coding RNA HOTAIR promotes cell migration and invasion via down-regulation of RNA binding motif protein 38 in hepatocellular carcinoma cells
LncReg_111,HOTAIR,lncRNA,down,CD82,ENSG00000085117.10,protein coding,transcriptional regulation,,,,microarry;qPCR;western blot,Homo sapiens,"Upregulation of QKI, CD82, and RBM38 were validated after knockdown of HOTAIR. ",24663081,Long non-coding RNA HOTAIR promotes cell migration and invasion via down-regulation of RNA binding motif protein 38 in hepatocellular carcinoma cells
LncReg_112,HOTAIR,lncRNA,down,RBM38,ENSG00000132819.15,protein coding,transcriptional regulation,,,,microarry;qPCR;western blot,Homo sapiens,"Upregulation of QKI, CD82, and RBM38 were validated after knockdown of HOTAIR. ",24663081,Long non-coding RNA HOTAIR promotes cell migration and invasion via down-regulation of RNA binding motif protein 38 in hepatocellular carcinoma cells
LncReg_113,CCAT1-L,lncRNA,up,c-myc,ENSG00000136997.13,protein coding,transcriptional regulation,CTCF,TF,CCAT1-Linteracts with CTCF and modulates CTCF binding to chromatin. CTCF is required for MYCand CCAT1-Lexpression. Interaction between endogenous CCAT1-L and CTCF was confirmed by RNA immunoprecipitation (RIP).,qPCR;Northern blot;western blot;RIP,Homo sapiens,CCAT1-Lregulates MYCexpression in cis.,24662484,Human colorectal cancer-specific CCAT1-L lncRNA regulates long-range chromatin interactions at the MYC locus
LncReg_114,BANCR,lncRNA,up,E-cadherin,ENSG00000039068.17,protein coding,transcriptional regulation,,,,qPCR?western blot;IF,Homo sapiens,BANCR overexpression suppresses NSCLC cell invasion and metastasis by affecting EMT,24655544,Downregulation of BRAF activated non-coding RNA is associated with poor prognosis for non-small cell lung cancer and promotes metastasis by affecting epithelial-mesenchymal transition
LncReg_115,BANCR,lncRNA,down,N-cadherin,ENSG00000170558.7,protein coding,transcriptional regulation,,,,qPCR?western blot,Homo sapiens,BANCR overexpression suppresses NSCLC cell invasion and metastasis by affecting EMT,24655544,Downregulation of BRAF activated non-coding RNA is associated with poor prognosis for non-small cell lung cancer and promotes metastasis by affecting epithelial-mesenchymal transition
LncReg_116,BANCR,lncRNA,down,vimentin,ENSG00000026025.12,protein coding,transcriptional regulation,,,,qPCR?western blot;IF,Homo sapiens,BANCR overexpression suppresses NSCLC cell invasion and metastasis by affecting EMT,24655544,Downregulation of BRAF activated non-coding RNA is associated with poor prognosis for non-small cell lung cancer and promotes metastasis by affecting epithelial-mesenchymal transition
LncReg_117,BANCR,lncRNA,down,MMP2,ENSG00000087245.11,protein coding,transcriptional regulation,,,,qPCR?western blot,Homo sapiens,BANCR overexpression suppresses NSCLC cell invasion and metastasis by affecting EMT,24655544,Downregulation of BRAF activated non-coding RNA is associated with poor prognosis for non-small cell lung cancer and promotes metastasis by affecting epithelial-mesenchymal transition
LncReg_118,BANCR,lncRNA,down,MMP9,ENSG00000100985.7,protein coding,transcriptional regulation,,,,qPCR?western blot,Homo sapiens,BANCR overexpression suppresses NSCLC cell invasion and metastasis by affecting EMT,24655544,Downregulation of BRAF activated non-coding RNA is associated with poor prognosis for non-small cell lung cancer and promotes metastasis by affecting epithelial-mesenchymal transition
LncReg_119,BANCR,lncRNA,down,snail,ENSG00000124216.3,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,BANCR overexpression suppresses NSCLC cell invasion and metastasis by affecting EMT,24655544,Downregulation of BRAF activated non-coding RNA is associated with poor prognosis for non-small cell lung cancer and promotes metastasis by affecting epithelial-mesenchymal transition
LncReg_12,lincRNA-p21,lncRNA,down,zfp386,NA,protein coding,transcriptional regulation,hnRNPK,RNA binding protein,,microarray;ChIP-promoter-qPCR,Mus musculus ,The observed transcriptional repression by lincRNA-p21 is mediated through the physical association with hnRNP-K. This interaction is required for proper genomic localization of hnRNPK at repressed genes and regulation of p53 mediates apoptosis.,20673990,A large intergenic noncoding RNA induced by p53 mediates global gene repression in the p53 response
LncReg_120,BANCR,lncRNA,down,snail2,ENSG00000019549.7,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,BANCR overexpression suppresses NSCLC cell invasion and metastasis by affecting EMT,24655544,Downregulation of BRAF activated non-coding RNA is associated with poor prognosis for non-small cell lung cancer and promotes metastasis by affecting epithelial-mesenchymal transition
LncReg_121,BANCR,lncRNA,down,SIP1,ENSG00000169554.15,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,BANCR overexpression suppresses NSCLC cell invasion and metastasis by affecting EMT,24655544,Downregulation of BRAF activated non-coding RNA is associated with poor prognosis for non-small cell lung cancer and promotes metastasis by affecting epithelial-mesenchymal transition
LncReg_122,LOC554202,lncRNA,up,CCND1,ENSG00000110092.3,protein coding,,,,,western blot,Homo sapiens,"Furthermore, the results of Western blot analysis showed that the expressions of cyclinD1 and cyclinD2 were significantly  decreased in MDA-MB-435S cells transfectedwith siRNA compared to negative control scrambled siRNA transfection",24631686,Long non-coding RNA Loc554202 regulates proliferation and migration in breast cancer cells
LncReg_123,LOC554202,lncRNA,up,CCND2,ENSG00000118971.6,protein coding,,,,,western blot,Homo sapiens,"Furthermore, the results of Western blot analysis showed that the expressions of cyclinD1 and cyclinD2 were significantly  decreased in MDA-MB-435S cells transfectedwith siRNA compared to negative control scrambled siRNA transfection",24631686,Long non-coding RNA Loc554202 regulates proliferation and migration in breast cancer cells
LncReg_124,LOC554202,lncRNA,up,BCL2,ENSG00000171791.11,protein coding,,,,,western blot,Homo sapiens,the results of Western blot analysis showed that the expressions of caspase-9 and bcl-2 were significantly increased in MDA-MB-435S cells transfected with siRNA compared to scrambled siRNA.,24631686,Long non-coding RNA Loc554202 regulates proliferation and migration in breast cancer cells
LncReg_125,LOC554202,lncRNA,down,CASP9,ENSG00000132906.16,protein coding,,,,,western blot,Homo sapiens,the results of Western blot analysis showed that the expressions of caspase-9 and bcl-2 were significantly increased in MDA-MB-435S cells transfected with siRNA compared to scrambled siRNA.,24631686,Long non-coding RNA Loc554202 regulates proliferation and migration in breast cancer cells
LncReg_126,linc34587,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_127,linc46415,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_128,linc54909,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_129,linc66418,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_13,lincRNA-p21,lncRNA,down,g2e3,ENSG00000092140.13,protein coding,transcriptional regulation,hnRNPK,RNA binding protein,,microarray;ChIP-promoter-qPCR,Mus musculus ,The observed transcriptional repression by lincRNA-p21 is mediated through the physical association with hnRNP-K. This interaction is required for proper genomic localization of hnRNPK at repressed genes and regulation of p53 mediates apoptosis.,20673990,A large intergenic noncoding RNA induced by p53 mediates global gene repression in the p53 response
LncReg_130,linc72660,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_131,linc73393,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_132,linc74398,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_133,linc85191,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_134,linc85535,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_135,linc85704,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_136,TUNA,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,hnRNP-K,RNA binding protein,"lincRNA TUNA Mediates hnRNP-K Binding to the Sox2, Nanog, and Fgf4 Promoters.",qPCR;ChIP-promoter-qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_137,linc86705,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_138,linc87203,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_139,linc87455,lncRNA,up,nanog,ENSG00000111704.9,protein coding,transcriptional regulation,,,,qPCR,Mus musculus ,Identification of lincRNAs Involved in the Maintenance of mESC Self-Renewal and Pluripotency.,24530304,An evolutionarily conserved long noncoding RNA TUNA controls pluripotency and neural lineage commitment
LncReg_14,lincRNA-p21,lncRNA,down,suv39h1,ENSG00000101945.15,protein coding,transcriptional regulation,hnRNPK,RNA binding protein,,microarray;ChIP-promoter-qPCR,Mus musculus ,The observed transcriptional repression by lincRNA-p21 is mediated through the physical association with hnRNP-K. This interaction is required for proper genomic localization of hnRNPK at repressed genes and regulation of p53 mediates apoptosis.,20673990,A large intergenic noncoding RNA induced by p53 mediates global gene repression in the p53 response
